heightOfBoard,widthOfBoard,numberOfMine,seed,r0,c0,summonMode,iterateMode,sTime,msTime,solved3BV,total3BV,isHelped
16,30,99,1741792058,6,4,3,-2,9,9000,17,184,0
16,30,99,1741792068,4,3,3,-2,79,79000,188,199,0
16,30,99,1741792152,6,5,3,-2,54,54000,124,187,0
16,30,99,1741792209,6,6,3,-2,21,21000,53,166,0
16,30,99,1741792232,7,2,3,-2,18,18000,37,184,0
16,30,99,1741792269,6,5,3,-2,68,68000,156,156,0
16,30,99,1741792342,4,2,3,-2,72,72000,172,172,0
16,30,99,1741792423,7,6,3,-2,88,88000,191,199,0
16,30,99,1741792508,3,6,3,-2,7,7000,15,204,0
16,30,99,1741792516,5,2,3,-2,52,52000,128,160,0
16,30,99,1741792578,5,7,3,-2,66,66000,126,126,0
16,30,99,1741792654,1,1,3,-2,11,11000,25,151,0
16,30,99,1741792669,7,2,3,-2,74,74000,142,155,0
16,30,99,1741792751,5,5,3,-2,80,80000,169,169,0
16,30,99,1741792825,5,4,3,-2,34,34000,76,148,0
16,30,99,1741792863,6,8,3,-2,19,19000,37,159,0
16,30,99,1741792882,6,2,3,-2,53,53000,105,181,0
16,30,99,1741792938,5,5,3,-2,48,48000,133,173,0
16,30,99,1741793001,7,3,3,-2,30,30000,67,173,0
16,30,99,1741793032,6,4,3,-2,6,6000,17,175,0
16,30,99,1741793036,4,2,3,-2,75,75000,165,165,0
16,30,99,1741793117,7,4,3,-2,71,71000,199,199,0
16,30,99,1741793237,3,3,3,-2,72,72000,147,147,0
16,30,99,1741793329,7,2,3,-2,68,68000,162,174,0
16,30,99,1741793402,6,6,3,-2,83,83000,179,179,0
16,30,99,1741793469,6,7,3,-2,35,35000,80,159,0
16,30,99,1741793514,5,7,3,-2,72,72000,166,166,0
16,30,99,1741793588,7,3,3,-2,20,20000,53,175,0
16,30,99,1741793606,4,2,3,-2,12,12000,37,179,0
16,30,99,1741793631,7,5,3,-2,68,68000,194,194,0
16,30,99,1741879248,7,3,3,-2,18,18000,39,158,0
16,30,99,1741879268,7,3,3,-2,79,79000,164,164,0
16,30,99,1741879361,4,4,3,-2,41,41000,92,177,0
16,30,99,1741879395,3,4,3,-2,68,68000,160,166,0
16,30,99,1741879481,6,1,3,-2,14,14000,33,149,0
16,30,99,1741879481,5,2,3,-2,74,74000,179,179,0
16,30,99,1741879559,4,0,3,-2,69,69000,151,151,0
16,30,99,1741879639,3,1,3,-2,65,65000,126,131,0
16,30,99,1741879710,5,5,3,-2,34,34000,70,143,0
16,30,99,1741879754,4,6,3,-2,74,74000,148,148,0
16,30,99,1741879835,5,1,3,-2,48,48000,117,193,0
16,30,99,1741879878,4,4,3,-2,3,3000,8,151,0
16,30,99,1741879879,6,3,3,-2,28,28000,56,177,0
16,30,99,1741879911,6,6,3,-2,73,73000,181,181,0
16,30,99,1741879987,6,4,3,-2,77,77000,169,169,0
16,30,99,1741880074,5,2,3,-2,25,25000,52,163,0
16,30,99,1741880094,5,4,3,-2,55,55000,128,165,0
16,30,99,1741880156,5,4,3,-2,70,70000,187,187,0
16,30,99,1741880228,5,0,3,-2,60,60000,132,195,0
16,30,99,1741880294,6,7,3,-2,72,72000,185,185,0
16,30,99,1741880366,5,4,3,-2,85,85000,196,196,0
16,30,99,1741880456,4,5,3,-2,17,17000,39,205,0
16,30,99,1741880481,5,3,3,-2,74,74000,175,178,0
16,30,99,1741880555,4,9,3,-2,54,54000,109,187,0
16,30,99,1741880608,7,1,3,-2,65,65000,108,143,0
16,30,99,1741880682,5,0,3,-2,71,71000,167,167,0
16,30,99,1741880751,4,2,3,-2,65,65000,146,146,0
10,20,40,1741880901,3,2,3,-2,22,22000,58,58,0
10,20,40,1741880929,4,2,3,-2,2,2000,2,61,0
10,20,40,1741880935,2,2,3,-2,28,28000,70,70,0
10,20,40,1741880967,4,1,3,-2,22,22000,60,60,0
10,20,40,1741880990,3,2,3,-2,23,23000,69,88,0
10,20,40,1741881022,4,4,3,-2,31,31000,74,74,0
10,20,40,1741881051,4,0,3,-2,31,31000,89,89,0
10,20,50,1741881132,3,2,3,-2,36,36000,59,59,0
10,20,50,1741881215,3,1,3,-2,41,41000,75,75,0
10,20,50,1741881335,4,2,3,-2,2,2000,2,66,0
10,20,50,1741881227,4,3,3,-2,38,38000,65,65,0
24,30,168,1742488309,8,3,3,-2,124,124000,207,273,0
24,30,168,1742488412,7,2,3,-2,212,212000,289,289,0
24,30,168,1742742992,6,4,3,-2,207,207000,327,327,0
24,30,168,1742743272,3,4,3,-2,175,175000,244,244,0
24,30,168,1742743387,2,2,3,-2,133,133000,243,243,0
16,30,99,1742885069,4,3,3,-2,82,82000,192,192,0
16,30,99,1742885159,3,4,3,-2,55,55000,127,191,0
16,30,99,1742885219,5,5,3,-2,53,53000,127,160,0
16,30,99,1742885265,3,4,3,-2,54,54000,107,156,0
16,30,99,1742885318,4,1,3,-2,66,66000,147,182,0
16,30,99,1742885387,4,2,3,-2,1,1000,5,165,0
16,30,99,1742885400,4,2,3,-2,63,63000,137,157,0
16,30,99,1742885458,3,3,3,-2,55,55000,116,181,0
16,30,99,1742885522,3,3,3,-2,67,67000,141,157,0
16,30,99,1742885595,2,5,3,-2,77,77000,175,182,0
16,30,99,1742885674,5,4,3,-2,27,27000,67,168,0
16,30,99,1742885705,5,4,3,-2,78,78000,164,164,0
16,30,99,1742885783,4,2,3,-2,89,89000,185,185,0
16,30,99,1742885881,4,1,3,-2,19,19000,51,189,0
16,30,99,1742885911,4,5,3,-2,78,78000,179,179,0
16,30,99,1742885983,4,1,3,-2,81,81000,170,170,0
16,30,99,1742886064,3,5,3,-2,81,81000,156,156,0
16,30,99,1742886149,4,3,3,-2,3,3000,11,186,0
16,30,99,1742886163,4,3,3,-2,71,71000,191,191,0
16,30,99,1742886351,3,2,3,-2,62,62000,144,162,0
16,30,99,1742886421,2,3,3,-2,29,29000,62,187,0
16,30,99,1742886459,5,2,3,-2,80,80000,156,156,0
16,30,99,1742886545,5,3,3,-2,14,14000,44,193,0
16,30,99,1742886575,7,1,3,-2,89,89000,171,187,0
16,30,99,1742886654,7,2,3,-2,5,5000,8,157,0
16,30,99,1742886665,2,0,3,-2,78,78000,175,175,0
16,30,99,1742886748,5,3,3,-2,65,65000,155,155,0
16,30,99,1743262073,3,4,3,-2,32,32000,45,167,0
16,30,99,1743262104,3,1,3,-2,4,4000,9,169,0
16,30,99,1743262110,3,1,3,-2,53,53000,95,128,0
16,30,99,1743262169,3,7,3,-2,56,56000,132,156,0
16,30,99,1743262228,4,2,3,-2,70,70000,150,150,0
16,30,99,1743262317,4,3,3,-2,60,60000,144,154,0
16,30,99,1743262382,4,2,3,-2,30,30000,64,174,0
16,30,99,1743262416,3,5,3,-2,71,71000,151,154,0
16,30,99,1743262487,3,1,3,-2,76,76000,183,183,0
16,30,99,1743262577,3,3,3,-2,62,62000,134,175,0
16,30,99,1743262641,7,5,3,-2,68,68000,150,150,0
16,30,99,1743262721,5,2,3,-2,17,17000,52,182,0
16,30,99,1743262742,3,3,3,-2,1,1000,1,181,0
16,30,99,1743262748,3,2,3,-2,82,82000,192,192,0
16,30,99,1743262840,3,3,3,-2,64,64000,125,179,0
16,30,99,1743262905,2,1,3,-2,69,69000,150,150,0
16,30,99,1743262985,3,1,3,-2,61,61000,151,151,0
16,30,99,1743263104,5,4,3,-2,8,8000,15,180,0
16,30,99,1743263140,2,3,3,-2,53,53000,127,150,0
16,30,99,1743263188,5,3,3,-2,74,74000,184,184,0
16,30,99,1743263264,3,2,3,-2,32,32000,67,167,0
16,30,99,1743263305,3,2,3,-2,71,71000,155,155,0
16,30,99,1743263373,4,4,3,-2,20,20000,47,152,0
16,30,99,1743263403,3,4,3,-2,76,76000,141,141,0
16,30,99,1743263479,4,3,3,-2,1,1000,1,151,0
16,30,99,1743263483,2,2,3,-2,79,79000,171,184,0
16,30,99,1743263565,4,4,3,-2,25,25000,82,202,0
16,30,99,1743263610,3,2,3,-2,68,68000,148,148,0
16,30,99,1743263685,4,3,3,-2,3,3000,7,173,0
16,30,99,1743263692,3,1,3,-2,31,31000,108,180,0
16,30,99,1743263718,4,4,3,-2,67,67000,162,162,0
16,30,99,1743263811,2,2,3,-2,4,4000,7,189,0
16,30,99,1743263811,2,3,3,-2,34,34000,80,189,0
16,30,99,1743263870,2,4,3,-2,25,25000,67,173,0
16,30,99,1743263884,5,3,3,-2,80,80000,197,197,0
16,16,40,1743263973,4,2,3,-2,24,24000,59,60,0
16,16,40,1743264003,5,2,3,-2,30,30000,87,87,0
16,16,40,1743264035,3,2,3,-2,19,19000,45,45,0
16,16,40,1743264114,3,2,3,-2,28,28000,81,81,0
16,16,40,1743264145,4,0,3,-2,23,23000,64,64,0
16,16,40,1743264174,4,1,3,-2,28,28000,64,68,0
16,16,40,1743264201,3,0,3,-2,20,20000,52,58,0
16,16,40,1743264226,3,1,3,-2,18,18000,40,44,0
16,16,40,1743264248,4,1,3,-2,11,11000,26,81,0
16,16,40,1743264261,4,4,3,-2,24,24000,59,59,0
16,16,40,1743264289,4,2,3,-2,12,12000,25,70,0
16,16,40,1743264304,4,2,3,-2,19,19000,47,47,0
16,16,40,1743264355,4,1,3,-2,29,29000,76,82,0
16,16,40,1743264389,4,1,3,-2,21,21000,53,53,0
16,16,40,1743264412,4,3,3,-2,8,8000,16,72,0
16,16,40,1743264423,4,3,3,-2,24,24000,54,54,0
16,16,40,1743264450,5,1,3,-2,26,26000,66,66,0
16,16,40,1743264479,4,2,3,-2,16,16000,38,76,0
16,16,40,1743264498,4,3,3,-2,23,23000,59,59,0
16,16,40,1743264525,4,0,3,-2,27,27000,58,58,0
16,16,40,1743264554,6,2,3,-2,24,24000,57,57,0
16,16,40,1743264582,2,0,3,-2,30,30000,74,74,0
16,16,40,1743264614,2,1,3,-2,24,24000,46,47,0
16,16,40,1743264642,4,2,3,-2,19,19000,50,50,0
16,16,40,1743264705,4,2,3,-2,18,18000,47,65,0
16,16,40,1743264727,4,1,3,-2,29,29000,60,64,0
16,16,40,1743264760,3,3,3,-2,23,23000,54,54,0
16,16,40,1743264787,4,3,3,-2,20,20000,54,54,0
16,16,40,1743264810,2,2,3,-2,23,23000,64,66,0
16,16,40,1743264838,5,4,3,-2,24,24000,55,55,0
16,16,40,1743264877,4,1,3,-2,29,29000,78,78,0
16,16,40,1743264908,4,4,3,-2,24,24000,47,47,0
16,16,40,1743264936,4,2,3,-2,27,27000,55,55,0
16,16,40,1743264964,5,2,3,-2,27,27000,79,79,0
16,16,40,1743264996,4,1,3,-2,14,14000,35,81,0
16,16,40,1743265011,3,2,3,-2,23,23000,56,56,0
16,16,40,1743265041,5,1,3,-2,26,26000,63,63,0
16,16,40,1743265068,5,2,3,-2,7,7000,26,72,0
16,16,40,1743265082,5,1,3,-2,9,9000,18,56,0
16,16,40,1743265090,2,3,3,-2,25,25000,57,57,0
16,16,40,1743265117,2,1,3,-2,23,23000,44,44,0
16,16,40,1743265143,4,1,3,-2,26,26000,67,67,0
16,16,40,1743265171,5,3,3,-2,21,21000,47,47,0
16,16,40,1743265202,3,1,3,-2,20,20000,57,57,0
16,16,40,1743265227,3,1,3,-2,25,25000,72,72,0
16,16,40,1743265255,4,4,3,-2,23,23000,65,65,0
16,16,40,1743265282,2,1,3,-2,30,30000,73,73,0
16,16,40,1743306719,6,2,3,-2,31,31000,88,88,0
16,16,40,1743306754,4,2,3,-2,24,24000,60,60,0
16,16,40,1743306780,4,3,3,-2,29,29000,67,67,0
16,16,40,1743306812,2,1,3,-2,4,4000,3,69,0
16,16,40,1743306819,4,2,3,-2,24,24000,57,57,0
16,16,40,1743306847,2,1,3,-2,25,25000,71,78,0
16,16,40,1743306873,3,0,3,-2,20,20000,44,47,0
16,16,40,1743306896,3,0,3,-2,25,25000,65,65,0
16,16,40,1743306924,3,4,3,-2,23,23000,46,52,0
16,16,40,1743306952,4,2,3,-2,21,21000,58,58,0
16,16,40,1743306975,5,1,3,-2,16,16000,48,59,0
16,16,40,1743306995,5,3,3,-2,26,26000,55,55,0
16,16,40,1743307026,3,0,3,-2,7,7000,12,52,0
16,16,40,1743307035,3,1,3,-2,24,24000,59,63,0
16,16,40,1743307068,5,3,3,-2,25,25000,66,70,0
16,16,40,1743307096,4,2,3,-2,32,32000,85,92,0
16,16,40,1743307131,3,1,3,-2,24,24000,61,61,0
16,16,40,1743307159,4,4,3,-2,21,21000,54,54,0
16,16,40,1743307183,5,2,3,-2,27,27000,57,57,0
16,16,40,1743307216,2,2,3,-2,25,25000,74,74,0
16,16,40,1743307246,3,4,3,-2,20,20000,56,56,0
16,16,40,1743307270,3,1,3,-2,3,3000,4,66,0
16,16,40,1743307275,3,1,3,-2,6,6000,15,57,0
16,16,40,1743307285,2,3,3,-2,26,26000,55,55,0
16,16,40,1743307315,2,1,3,-2,6,6000,16,77,0
16,16,40,1743307324,4,3,3,-2,4,4000,5,67,0
16,16,40,1743307332,3,3,3,-2,25,25000,61,66,0
16,16,40,1743307362,1,3,3,-2,25,25000,51,51,0
16,16,40,1743307389,4,2,3,-2,24,24000,59,59,0
16,16,40,1743307417,5,3,3,-2,24,24000,66,66,0
16,16,40,1743307444,4,3,3,-2,26,26000,63,63,0
16,16,40,1743307473,3,0,3,-2,26,26000,57,73,0
16,16,40,1743307503,4,3,3,-2,25,25000,60,60,0
16,16,40,1743307530,5,1,3,-2,28,28000,93,93,0
16,16,40,1743307604,3,3,3,-2,22,22000,60,60,0
16,16,40,1743307629,3,3,3,-2,21,21000,51,51,0
16,16,40,1743307653,5,1,3,-2,21,21000,47,64,0
16,16,40,1743307677,4,2,3,-2,23,23000,51,51,0
16,16,40,1743307703,1,1,3,-2,5,5000,10,62,0
16,16,40,1743307710,4,1,3,-2,13,13000,41,82,0
16,16,40,1743307728,4,5,3,-2,9,9000,27,66,0
16,16,40,1743307743,2,0,3,-2,27,27000,72,72,0
16,16,40,1743307771,3,2,3,-2,22,22000,52,52,0
16,16,40,1743307796,2,2,3,-2,23,23000,51,51,0
16,16,40,1743307822,1,0,3,-2,23,23000,62,62,0
16,16,40,1743307851,3,1,3,-2,19,19000,57,71,0
16,16,40,1743307870,3,2,3,-2,19,19000,58,89,0
16,16,40,1743307903,2,1,3,-2,26,26000,46,51,0
16,16,40,1743307932,4,3,3,-2,24,24000,49,49,0
16,16,40,1743307958,3,4,3,-2,15,15000,24,27,0
16,16,40,1743307986,3,1,3,-2,27,27000,63,63,0
16,16,40,1743308015,3,4,3,-2,25,25000,67,67,0
16,16,40,1743308043,3,4,3,-2,17,17000,35,70,0
16,16,40,1743308063,4,2,3,-2,15,15000,29,48,0
16,16,40,1743308080,4,4,3,-2,23,23000,64,64,0
16,16,40,1743308108,5,5,3,-2,24,24000,55,55,0
16,16,40,1743308135,4,2,3,-2,24,24000,63,63,0
16,16,40,1743308160,5,3,3,-2,26,26000,78,78,0
16,16,40,1743308191,3,4,3,-2,27,27000,81,81,0
16,16,40,1743308220,3,3,3,-2,26,26000,66,66,0
16,16,40,1743308247,2,2,3,-2,6,6000,11,98,0
16,16,40,1743308255,3,2,3,-2,25,25000,72,72,0
16,16,40,1743308283,3,4,3,-2,21,21000,44,44,0
16,16,40,1743308306,5,2,3,-2,5,5000,17,66,0
16,16,40,1743308313,5,1,3,-2,21,21000,60,60,0
16,16,40,1743308338,4,4,3,-2,6,6000,11,38,0
16,16,40,1743308349,5,1,3,-2,20,20000,48,48,0
16,16,40,1743308370,1,1,3,-2,23,23000,42,43,0
16,16,40,1743308399,4,1,3,-2,16,16000,35,54,0
16,16,40,1743308417,4,4,3,-2,12,12000,33,77,0
16,16,40,1743308430,6,3,3,-2,4,4000,7,48,0
16,16,40,1743308439,0,2,3,-2,26,26000,79,79,0
16,16,40,1743308471,6,0,3,-2,21,21000,56,56,0
16,16,40,1743308494,3,2,3,-2,5,5000,5,37,0
16,16,40,1743308502,5,3,3,-2,2,2000,9,53,0
16,16,40,1743308509,4,3,3,-2,22,22000,42,42,0
16,16,40,1743308537,4,2,3,-2,25,25000,65,65,0
16,16,40,1743308565,4,1,3,-2,26,26000,65,65,0
16,16,40,1743308595,3,4,3,-2,14,14000,32,61,0
16,16,40,1743308611,4,5,3,-2,27,27000,78,78,0
16,16,40,1743308650,2,1,3,-2,23,23000,61,61,0
16,16,40,1743308677,5,4,3,-2,2,2000,2,77,0
16,16,40,1743308683,3,2,3,-2,23,23000,54,54,0
16,16,40,1743308706,6,3,3,-2,25,25000,76,76,0
16,16,40,1743308735,5,4,3,-2,24,24000,53,53,0
16,16,40,1743308763,4,2,3,-2,24,24000,61,61,0
16,16,40,1743308790,4,2,3,-2,6,6000,8,54,0
16,16,40,1743308798,4,3,3,-2,23,23000,66,66,0
16,16,40,1743308823,5,4,3,-2,30,30000,87,87,0
16,16,40,1743308856,5,3,3,-2,21,21000,49,49,0
16,16,40,1743308881,6,3,3,-2,4,4000,12,53,0
16,16,40,1743308887,4,3,3,-2,24,24000,41,44,0
16,16,40,1743308914,3,2,3,-2,22,22000,62,62,0
16,16,40,1743308941,3,2,3,-2,27,27000,77,77,0
16,16,40,1743308970,5,3,3,-2,28,28000,67,67,0
16,16,40,1743309003,4,3,3,-2,6,6000,12,44,0
16,16,40,1743309012,4,3,3,-2,6,6000,19,66,0
16,16,40,1743309021,4,3,3,-2,23,23000,52,52,0
16,16,40,1743309047,2,3,3,-2,23,23000,63,63,0
16,16,40,1743309075,3,4,3,-2,21,21000,50,60,0
16,16,40,1743309099,4,3,3,-2,21,21000,60,64,0
16,16,40,1743309121,5,4,3,-2,29,29000,66,66,0
16,16,40,1743309153,6,2,3,-2,23,23000,75,75,0
16,16,40,1743309179,4,4,3,-2,22,22000,48,48,0
16,16,40,1743309204,4,2,3,-2,24,24000,65,65,0
16,16,40,1743309231,3,3,3,-2,25,25000,58,61,0
16,16,40,1743309259,4,3,3,-2,10,10000,21,69,0
16,16,40,1743309272,6,2,3,-2,25,25000,67,67,0
16,16,40,1743309302,6,4,3,-2,2,2000,6,54,0
16,16,40,1743309305,3,2,3,-2,10,10000,20,59,0
16,16,40,1743309318,1,2,3,-2,23,23000,47,47,0
16,16,40,1743309344,6,3,3,-2,16,16000,52,71,0
16,16,40,1743309365,5,3,3,-2,4,4000,11,64,0
16,16,40,1743309370,2,0,3,-2,20,20000,55,66,0
16,16,40,1743309392,4,2,3,-2,7,7000,13,58,0
16,16,40,1743309404,4,3,3,-2,13,13000,36,68,0
16,16,40,1743309419,3,2,3,-2,22,22000,76,76,0
16,16,40,1743309444,1,6,3,-2,26,26000,79,79,0
16,16,40,1743309472,5,3,3,-2,24,24000,58,63,0
16,16,40,1743309499,4,5,3,-2,4,4000,10,69,0
16,16,40,1743309506,5,2,3,-2,21,21000,45,65,0
16,16,40,1743309528,3,5,3,-2,1,1000,4,52,0
16,16,40,1743309531,4,2,3,-2,2,2000,3,62,0
16,16,40,1743309534,4,2,3,-2,1,1000,3,80,0
16,16,40,1743309540,4,1,3,-2,5,5000,10,66,0
16,16,40,1743309544,4,4,3,-2,26,26000,84,84,0
16,16,40,1743309574,5,3,3,-2,22,22000,62,62,0
16,16,40,1743309600,4,3,3,-2,18,18000,35,35,0
16,16,40,1743309881,4,5,3,-2,9,9000,23,71,0
16,16,40,1743309893,4,1,3,-2,2,2000,6,62,0
16,16,40,1743309897,4,4,3,-2,3,3000,8,64,0
16,16,40,1743309901,4,3,3,-2,6,6000,14,69,0
16,16,40,1743309909,3,2,3,-2,9,9000,18,78,0
16,16,40,1743309920,3,4,3,-2,22,22000,56,84,0
16,16,40,1743309945,4,3,3,-2,5,5000,9,60,0
16,16,40,1743309952,3,5,3,-2,18,18000,44,52,0
16,16,40,1743309970,4,2,3,-2,2,2000,2,72,0
16,16,40,1743309973,8,2,3,-2,20,20000,64,82,0
16,16,40,1743309994,4,2,3,-2,27,27000,76,76,0
16,16,40,1743310022,4,1,3,-2,20,20000,48,49,0
16,16,40,1743310045,6,3,3,-2,13,13000,49,77,0
16,16,40,1743310060,1,2,3,-2,14,14000,41,68,0
16,16,40,1743310076,4,2,3,-2,18,18000,50,50,0
16,16,40,1743310169,5,4,3,-2,23,23000,54,54,0
16,16,40,1743310195,8,4,3,-2,24,24000,63,63,0
16,16,40,1743310222,4,4,3,-2,27,27000,71,71,0
16,16,40,1743310253,4,2,3,-2,3,3000,5,69,0
16,16,40,1743310262,4,2,3,-2,6,6000,14,43,0
16,16,40,1743310268,5,4,3,-2,21,21000,49,66,0
16,16,40,1743310294,4,6,3,-2,1,1000,1,49,0
16,16,40,1743310296,5,3,3,-2,10,10000,23,58,0
16,16,40,1743310309,8,2,3,-2,23,23000,59,59,0
16,16,40,1743310335,5,1,3,-2,27,27000,51,51,0
16,16,40,1743310365,5,4,3,-2,28,28000,94,94,0
16,16,40,1743310396,5,4,3,-2,9,9000,26,50,0
16,16,40,1743310409,5,1,3,-2,20,20000,54,62,0
16,16,40,1743310432,6,1,3,-2,23,23000,73,73,0
16,16,40,1743310459,4,2,3,-2,14,14000,42,88,0
16,16,40,1743310475,4,3,3,-2,29,29000,67,67,0
16,16,40,1743310506,4,2,3,-2,14,14000,30,57,0
16,16,40,1743310525,6,4,3,-2,25,25000,59,59,0
16,16,40,1743310554,4,3,3,-2,26,26000,50,50,0
16,16,40,1743310582,3,4,3,-2,33,33000,72,72,0
16,16,40,1743310618,3,1,3,-2,5,5000,17,84,0
16,16,40,1743310628,3,2,3,-2,22,22000,69,69,0
16,16,40,1743310652,4,3,3,-2,24,24000,69,69,0
16,16,40,1743310679,5,2,3,-2,29,29000,89,89,0
16,16,40,1743310711,5,1,3,-2,23,23000,55,55,0
16,16,40,1743310737,5,3,3,-2,5,5000,15,73,0
16,16,40,1743310745,3,2,3,-2,24,24000,65,65,0
16,16,40,1743310772,7,2,3,-2,27,27000,70,70,0
16,16,40,1743310802,4,2,3,-2,24,24000,67,67,0
16,16,40,1743310830,6,2,3,-2,20,20000,48,48,0
16,16,40,1743310853,6,3,3,-2,17,17000,37,65,0
16,16,40,1743310872,5,3,3,-2,12,12000,24,50,0
16,16,40,1743310889,5,3,3,-2,24,24000,71,71,0
16,16,40,1743310914,5,4,3,-2,29,29000,63,63,0
16,16,40,1743310946,5,1,3,-2,25,25000,85,85,0
16,16,40,1743310974,6,3,3,-2,18,18000,38,55,0
16,16,40,1743310995,5,4,3,-2,19,19000,43,57,0
16,16,40,1743311017,4,1,3,-2,1,1000,1,44,0
16,16,40,1743311021,3,3,3,-2,17,17000,39,48,0
16,16,40,1743311042,4,0,3,-2,26,26000,69,69,0
16,16,40,1743311069,5,1,3,-2,26,26000,76,76,0
16,16,40,1743311097,6,4,3,-2,29,29000,79,79,0
16,16,40,1743311129,6,2,3,-2,1,1000,1,53,0
16,16,40,1743311132,6,3,3,-2,1,1000,6,62,0
16,16,40,1743311136,6,4,3,-2,2,2000,2,44,0
16,16,40,1743311142,4,5,3,-2,23,23000,54,54,0
16,16,40,1743311167,5,3,3,-2,10,10000,17,37,0
16,16,40,1743311183,5,2,3,-2,25,25000,50,50,0
16,16,40,1743311208,6,2,3,-2,25,25000,73,73,0
16,16,40,1743311236,6,3,3,-2,23,23000,42,42,0
16,16,40,1743311261,8,2,3,-2,22,22000,55,55,0
16,16,40,1743311286,7,3,3,-2,7,7000,11,69,0
16,16,40,1743311297,7,3,3,-2,6,6000,11,74,0
16,16,40,1743311305,7,2,3,-2,16,16000,36,48,0
16,16,40,1743311326,5,2,3,-2,24,24000,76,76,0
16,16,40,1743311352,4,3,3,-2,19,19000,51,51,0
16,16,40,1743326243,5,2,3,-2,22,22000,44,69,0
16,16,40,1743326266,3,1,3,-2,1,1000,2,68,0
16,16,40,1743326269,5,2,3,-2,21,21000,42,53,0
16,16,40,1743326295,6,1,3,-2,25,25000,70,70,0
16,16,40,1743326322,9,4,3,-2,20,20000,51,57,0
16,16,40,1743326345,6,6,3,-2,10,10000,16,44,0
16,16,40,1743326358,5,2,3,-2,29,29000,66,66,0
16,16,40,1743326390,5,5,3,-2,22,22000,67,67,0
16,16,40,1743326416,2,2,3,-2,9,9000,31,64,0
16,16,40,1743326428,5,3,3,-2,7,7000,18,41,0
16,16,40,1743326438,5,3,3,-2,24,24000,53,53,0
16,16,40,1743326466,4,3,3,-2,23,23000,68,68,0
16,16,40,1743326491,4,1,3,-2,4,4000,7,48,0
16,16,40,1743326498,4,1,3,-2,12,12000,22,47,0
16,16,40,1743326513,4,2,3,-2,15,15000,38,58,0
16,16,40,1743326531,4,3,3,-2,20,20000,37,38,0
16,16,40,1743326554,4,3,3,-2,10,10000,23,66,0
16,16,40,1743326569,6,1,3,-2,2,2000,3,52,0
16,16,40,1743326572,3,3,3,-2,22,22000,45,62,0
16,16,40,1743326597,4,5,3,-2,18,18000,51,69,0
16,16,40,1743326619,3,3,3,-2,10,10000,23,55,0
16,16,40,1743326632,4,2,3,-2,23,23000,52,52,0
16,16,40,1743326666,2,4,3,-2,24,24000,64,64,0
16,16,40,1743326694,4,1,3,-2,15,15000,28,57,0
16,16,40,1743326712,5,3,3,-2,22,22000,59,59,0
16,16,40,1743326737,4,0,3,-2,27,27000,70,70,0
16,16,40,1743326766,4,1,3,-2,13,13000,34,52,0
16,16,40,1743326787,3,0,3,-2,5,5000,9,66,0
16,16,40,1743326794,2,2,3,-2,23,23000,56,56,0
16,16,40,1743326820,3,3,3,-2,22,22000,54,54,0
16,16,40,1743326845,4,1,3,-2,34,34000,82,82,0
16,16,40,1743326882,3,4,3,-2,13,13000,28,73,0
16,16,40,1743326897,3,2,3,-2,25,25000,59,59,0
16,16,40,1743326926,3,4,3,-2,1,1000,1,56,0
16,16,40,1743326928,2,3,3,-2,1,1000,1,43,0
16,16,40,1743326942,0,3,3,-2,18,18000,53,53,0
16,16,40,1743327025,5,2,3,-2,15,15000,35,80,0
16,16,40,1743327044,2,2,3,-2,25,25000,64,64,0
16,16,40,1743327075,4,2,3,-2,17,17000,40,45,0
16,16,40,1743327093,4,6,3,-2,14,14000,41,67,0
16,16,40,1743327109,2,2,3,-2,24,24000,58,58,0
16,16,40,1743327136,3,2,3,-2,25,25000,78,79,0
16,16,40,1743327165,4,5,3,-2,27,27000,73,73,0
16,16,40,1743327196,4,3,3,-2,20,20000,49,49,0
16,16,40,1743327220,5,2,3,-2,26,26000,71,71,0
16,16,40,1743327249,4,0,3,-2,5,5000,14,81,0
16,16,40,1743327257,4,1,3,-2,26,26000,80,80,0
16,16,40,1743327287,4,2,3,-2,24,24000,55,55,0
16,16,40,1743327315,5,1,3,-2,9,9000,19,50,0
16,16,40,1743327327,3,1,3,-2,24,24000,58,58,0
16,16,40,1743327352,3,2,3,-2,6,6000,17,78,0
16,16,40,1743327361,4,2,3,-2,22,22000,49,49,0
16,16,40,1743327386,5,2,3,-2,3,3000,4,68,0
16,16,40,1743327391,5,2,3,-2,25,25000,71,71,0
16,16,40,1743327423,5,1,3,-2,25,25000,54,66,0
16,16,40,1743327446,5,2,3,-2,23,23000,59,59,0
16,16,40,1743327473,2,0,3,-2,24,24000,73,73,0
16,16,40,1743327499,2,4,3,-2,22,22000,60,60,0
16,16,40,1743327524,4,3,3,-2,28,28000,77,77,0
16,16,40,1743327556,3,0,3,-2,21,21000,54,54,0
16,16,40,1743327579,4,1,3,-2,1,1000,4,74,0
16,16,40,1743327583,3,1,3,-2,3,3000,5,48,0
16,16,40,1743327589,4,1,3,-2,21,21000,56,56,0
16,16,40,1743327613,5,1,3,-2,2,2000,4,70,0
16,16,40,1743327618,3,2,3,-2,26,26000,73,73,0
16,16,40,1743327647,3,2,3,-2,24,24000,52,52,0
16,16,40,1743327674,3,2,3,-2,17,17000,46,79,0
16,16,40,1743327693,3,0,3,-2,4,4000,7,73,0
