heightOfBoard,widthOfBoard,numberOfMine,seed,r0,c0,summonMode,iterateMode,sTime,msTime,solved3BV,total3BV,isHelped
16,30,99,1729517016,3,7,3,-2,69,69000,144,198,0
16,30,99,1729517087,7,11,3,-2,85,85000,191,191,0
16,30,99,1729517463,7,3,3,-2,18,18000,39,192,0
16,30,99,1729517482,8,4,3,-2,78,78000,165,190,0
16,30,99,1729517571,6,3,3,-2,80,80000,176,176,0
16,30,99,1729517682,6,3,3,-2,39,39000,83,166,0
16,30,99,1729517722,6,9,3,-2,19,19000,29,173,0
16,30,99,1729517747,6,8,3,-2,38,38000,75,173,0
16,30,99,1729517790,6,6,3,-2,44,44000,87,163,0
16,30,99,1729517836,4,9,3,-2,6,6000,18,153,0
16,30,99,1729517862,6,5,3,-2,25,25000,53,146,0
16,30,99,1729517876,7,7,3,-2,34,34000,58,172,0
16,30,99,1729517924,4,4,3,-2,86,86000,161,161,0
16,30,99,1729518032,5,3,3,-2,79,79000,159,159,0
16,30,99,1729518129,6,3,3,-2,5,5000,6,192,0
16,30,99,1729518130,5,5,3,-2,104,104000,201,201,0
16,30,99,1729518239,9,7,3,-2,89,89000,153,153,0
16,30,99,1729518339,8,6,3,-2,99,99000,183,186,0
16,30,99,1729518449,7,10,3,-2,87,87000,165,165,0
16,30,99,1729518547,6,5,3,-2,18,18000,31,168,0
16,30,99,1729518551,7,4,3,-2,102,102000,189,200,0
16,30,99,1729518731,0,12,3,-2,12,12000,14,187,0
16,30,99,1729518718,5,3,3,-2,3,3000,7,180,0
16,30,99,1729518744,3,5,3,-2,61,61000,104,122,0
16,30,99,1729518817,8,7,3,-2,58,58000,108,142,0
16,30,99,1729518880,8,9,3,-2,67,67000,121,150,0
16,30,99,1729518952,7,10,3,-2,18,18000,35,168,0
16,30,99,1729518966,7,4,3,-2,84,84000,165,165,0
16,30,99,1729519084,6,6,3,-2,27,27000,44,176,0
16,30,99,1729519118,6,4,3,-2,17,17000,36,142,0
16,30,99,1729519137,4,5,3,-2,66,66000,113,142,0
16,30,99,1729519209,6,7,3,-2,67,67000,117,143,0
16,30,99,1729519276,8,9,3,-2,94,94000,184,184,0
16,30,99,1729519376,6,10,3,-2,91,91000,177,177,0
16,30,99,1729519475,8,5,3,-2,91,91000,196,196,0
16,30,99,1729519596,5,9,3,-2,13,13000,23,165,0
16,30,99,1729519593,2,6,3,-2,80,80000,180,180,0
16,30,99,1729519710,7,7,3,-2,80,80000,152,152,0
16,30,99,1729519779,8,6,3,-2,82,82000,176,181,0
16,30,99,1729519868,9,14,3,-2,28,28000,60,173,0
16,30,99,1729519897,8,9,3,-2,4,4000,9,142,0
16,30,99,1729519903,5,6,3,-2,6,6000,8,158,0
16,30,99,1729519911,5,2,3,-2,20,20000,35,148,0
16,30,99,1729519941,1,4,3,-2,71,71000,148,148,0
16,30,99,1729521085,5,2,3,-2,39,39000,61,173,0
16,30,99,1729521126,8,6,3,-2,70,70000,115,142,0
16,30,99,1729521200,6,3,3,-2,57,57000,98,171,0
16,30,99,1729521255,5,5,3,-2,26,26000,64,174,0
16,30,99,1729521287,4,5,3,-2,44,44000,94,162,0
16,30,99,1729521336,5,9,3,-2,51,51000,107,180,0
16,30,99,1729521395,7,2,3,-2,19,19000,25,173,0
16,30,99,1729521415,4,9,3,-2,0,0,1,169,0
16,30,99,1729521428,7,9,3,-2,86,86000,150,150,0
16,30,99,1729521510,5,4,3,-2,47,47000,79,173,0
16,30,99,1729521561,5,8,3,-2,28,28000,50,165,0
16,30,99,1729521594,6,5,3,-2,94,94000,178,196,0
16,30,99,1729521703,5,3,3,-2,78,78000,181,181,0
16,30,99,1729521808,11,8,3,-2,0,0,1,158,0
16,30,99,1729521811,5,4,3,-2,62,62000,115,180,0
16,30,99,1729521877,7,10,3,-2,50,50000,76,157,0
16,30,99,1729521933,7,12,3,-2,24,24000,53,169,0
16,30,99,1729521964,8,7,3,-2,30,30000,68,177,0
16,30,99,1729521993,4,9,3,-2,77,77000,165,165,0
16,30,99,1729522086,6,7,3,-2,38,38000,74,163,0
16,30,99,1729522139,6,9,3,-2,37,37000,83,152,0
16,30,99,1729522176,7,9,3,-2,82,82000,160,201,0
16,30,99,1729522263,6,11,3,-2,15,15000,26,197,0
16,30,99,1729522288,5,9,3,-2,22,22000,34,176,0
16,30,99,1729522312,8,3,3,-2,12,12000,21,174,0
16,30,99,1729609755,6,6,3,-2,23,23000,55,180,0
16,30,99,1729609789,5,5,3,-2,66,66000,136,170,0
16,30,99,1729609859,7,4,3,-2,18,18000,33,173,0
16,30,99,1729609878,7,4,3,-2,22,22000,35,185,0
16,30,99,1729609920,6,4,3,-2,92,92000,165,165,0
16,30,99,1729610006,6,4,3,-2,93,93000,161,161,0
16,30,99,1729610100,6,5,3,-2,76,76000,140,155,0
16,30,99,1729610185,7,5,3,-2,3,3000,6,151,0
16,30,99,1729610187,5,4,3,-2,91,91000,158,158,0
16,30,99,1729610383,6,5,3,-2,62,62000,138,186,0
16,30,99,1729610444,6,6,3,-2,86,86000,199,199,0
16,30,99,1729610548,5,2,3,-2,9,9000,20,188,0
16,30,99,1729610557,5,4,3,-2,12,12000,22,172,0
16,30,99,1729610575,7,2,3,-2,19,19000,34,146,0
16,30,99,1729610600,6,5,3,-2,84,84000,153,153,0
16,30,99,1729610692,4,1,3,-2,82,82000,160,160,0
16,30,99,1729610792,3,6,3,-2,84,84000,150,163,0
16,30,99,1729610871,6,0,3,-2,89,89000,203,203,0
16,30,99,1729610979,7,4,3,-2,77,77000,188,188,0
16,30,99,1729611091,6,2,3,-2,88,88000,192,192,0
16,30,99,1729611192,5,3,3,-2,92,92000,195,195,0
16,30,99,1729611289,4,2,3,-2,78,78000,175,175,0
16,30,99,1729611376,9,2,3,-2,15,15000,34,173,0
16,30,99,1729611389,4,4,3,-2,71,71000,150,203,0
16,30,99,1729611477,6,6,3,-2,45,45000,111,163,0
16,30,99,1729611513,8,9,3,-2,96,96000,160,160,0
16,30,99,1729611657,4,5,3,-2,30,30000,72,160,0
16,30,99,1729611687,6,5,3,-2,81,81000,165,165,0
16,30,99,1729611786,5,5,3,-2,20,20000,49,195,0
16,30,99,1729611809,7,3,3,-2,73,73000,139,145,0
16,30,99,1729611879,6,8,3,-2,18,18000,36,157,0
16,30,99,1729611909,3,0,3,-2,43,43000,91,175,0
16,30,99,1729611964,6,2,3,-2,2,2000,6,178,0
16,30,99,1729611951,5,4,3,-2,85,85000,164,164,0
16,30,99,1729612047,5,4,3,-2,3,3000,4,214,0
16,30,99,1729612069,5,3,3,-2,9,9000,20,170,0
16,30,99,1729612063,7,4,3,-2,22,22000,33,147,0
16,30,99,1729612089,5,6,3,-2,4,4000,11,157,0
16,30,99,1729612096,4,8,3,-2,82,82000,134,171,0
16,30,99,1729612180,6,12,3,-2,98,98000,221,221,0
16,30,99,1729612309,5,2,3,-2,24,24000,54,208,0
16,30,99,1729612348,6,7,3,-2,5,5000,11,190,0
16,30,99,1729612349,6,5,3,-2,85,85000,208,208,0
16,30,99,1729612459,8,1,3,-2,53,53000,103,178,0
16,30,99,1729612511,4,7,3,-2,7,7000,15,155,0
16,30,99,1729612522,4,7,3,-2,97,97000,159,165,0
16,30,99,1729612620,6,1,3,-2,1,1000,4,173,0
16,30,99,1729612625,5,6,3,-2,1,1000,2,209,0
16,30,99,1729612653,5,5,3,-2,83,83000,173,173,0
16,30,99,1729612732,5,9,3,-2,3,3000,10,188,0
16,30,99,1729612753,6,4,3,-2,82,82000,177,177,0
16,30,99,1729612836,4,3,3,-2,41,41000,72,144,0
16,30,99,1729612873,6,6,3,-2,79,79000,172,172,0
16,30,99,1729612962,3,4,3,-2,9,9000,16,192,0
16,30,99,1729612985,4,3,3,-2,8,8000,14,166,0
16,30,99,1729612988,4,6,3,-2,43,43000,100,176,0
16,30,99,1729613034,6,3,3,-2,21,21000,42,180,0
16,30,99,1729613068,7,2,3,-2,72,72000,140,154,0
16,30,99,1729613144,7,8,3,-2,76,76000,158,171,0
16,30,99,1729613213,9,3,3,-2,3,3000,6,181,0
16,30,99,1729613224,5,5,3,-2,31,31000,73,182,0
16,30,99,1729613266,5,4,3,-2,3,3000,2,189,0
16,30,99,1729613266,4,2,3,-2,84,84000,194,194,0
16,30,99,1729688583,4,4,3,-2,16,16000,26,166,0
16,30,99,1729688604,5,4,3,-2,118,118000,186,186,0
16,30,99,1729688774,8,5,3,-2,95,95000,170,177,0
16,30,99,1729688825,6,4,3,-2,96,96000,182,182,0
16,30,99,1729688931,4,1,3,-2,87,87000,172,172,0
16,30,99,1729689069,4,3,3,-2,98,98000,195,195,0
16,30,99,1729689168,4,4,3,-2,99,99000,202,202,0
16,30,99,1729689390,3,3,3,-2,3,3000,9,179,0
16,30,99,1729689405,4,3,3,-2,84,84000,168,168,0
16,30,99,1729689500,5,4,3,-2,79,79000,168,168,0
16,30,99,1729689592,4,1,3,-2,26,26000,50,167,0
16,30,99,1729689621,7,6,3,-2,61,61000,144,201,0
16,30,99,1729689687,6,6,3,-2,46,46000,119,195,0
16,30,99,1729689760,3,3,3,-2,6,6000,5,159,0
16,30,99,1729689749,5,1,3,-2,40,40000,92,196,0
16,30,99,1729689808,5,7,3,-2,45,45000,110,203,0
16,30,99,1729689840,6,13,3,-2,22,22000,49,185,0
16,30,99,1729689864,4,6,3,-2,69,69000,132,171,0
16,30,99,1729689938,7,4,3,-2,76,76000,151,174,0
16,30,99,1729690022,7,4,3,-2,83,83000,197,197,0
16,30,99,1729690221,7,4,3,-2,77,77000,154,163,0
16,30,99,1729690311,8,9,3,-2,75,75000,126,126,0
16,30,99,1729690449,2,4,3,-2,108,108000,191,191,0
16,30,99,1729690560,7,6,3,-2,77,77000,172,172,0
16,30,99,1729690656,3,1,3,-2,93,93000,203,203,0
16,30,99,1729690755,4,4,3,-2,15,15000,28,150,0
16,30,99,1729690778,6,8,3,-2,1,1000,1,188,0
16,30,99,1729690785,5,3,3,-2,79,79000,151,151,0
16,30,99,1729690888,6,6,3,-2,84,84000,204,204,0
16,30,99,1729690980,5,5,3,-2,79,79000,179,179,0
16,30,99,1729691067,6,4,3,-2,80,80000,186,186,0
16,30,99,1729691156,6,6,3,-2,19,19000,30,148,0
16,30,99,1729691186,4,4,3,-2,85,85000,171,171,0
16,30,99,1729691277,3,1,3,-2,77,77000,156,156,0
16,30,99,1729691359,5,5,3,-2,91,91000,166,166,0
16,30,99,1729691458,3,2,3,-2,46,46000,99,174,0
16,30,99,1729691509,7,9,3,-2,82,82000,164,164,0
16,30,99,1729691606,5,3,3,-2,18,18000,37,162,0
16,30,99,1729691636,7,4,3,-2,45,45000,90,179,0
16,30,99,1729691674,5,5,3,-2,78,78000,171,171,0
16,30,99,1729691774,7,4,3,-2,90,90000,165,165,0
16,30,99,1729691869,6,8,3,-2,67,67000,128,133,0
16,30,99,1729691989,4,3,3,-2,8,8000,14,172,0
16,30,99,1729692005,5,3,3,-2,7,7000,20,159,0
16,30,99,1729692030,7,3,3,-2,30,30000,63,187,0
16,30,99,1729692047,5,4,3,-2,93,93000,178,178,0
16,30,99,1729692153,7,3,3,-2,37,37000,76,162,0
16,30,99,1729692189,5,9,3,-2,88,88000,187,187,0
16,30,99,1729692328,4,5,3,-2,77,77000,128,166,0
16,30,99,1729692416,7,6,3,-2,93,93000,157,157,0
16,30,99,1729692516,7,7,3,-2,73,73000,152,152,0
16,30,99,1729692663,6,4,3,-2,32,32000,80,183,0
16,30,99,1729692703,9,7,3,-2,62,62000,154,175,0
16,30,99,1729692771,5,8,3,-2,18,18000,30,157,0
16,30,99,1729692788,6,6,3,-2,82,82000,150,152,0
16,30,99,1729692887,7,2,3,-2,83,83000,165,165,0
16,30,99,1729692986,5,5,3,-2,90,90000,213,213,0
16,30,99,1729693074,6,3,3,-2,24,24000,40,171,0
16,30,99,1729693100,8,4,3,-2,5,5000,9,126,0
16,30,99,1729693108,6,6,3,-2,89,89000,164,165,0
16,30,99,1729693211,8,5,3,-2,75,75000,182,182,0
16,30,99,1729693318,9,2,3,-2,38,38000,62,145,0
16,30,99,1729693361,6,6,3,-2,39,39000,74,135,0
16,30,99,1729693410,8,6,3,-2,21,21000,32,159,0
16,30,99,1729693449,6,5,3,-2,84,84000,191,191,0
16,30,99,1729693548,5,5,3,-2,56,56000,93,155,0
16,30,99,1729693606,4,6,3,-2,91,91000,208,208,0
16,30,99,1729693709,5,5,3,-2,3,3000,10,140,0
16,30,99,1729693717,5,2,3,-2,12,12000,30,157,0
16,30,99,1729693733,7,5,3,-2,8,8000,20,159,0
16,30,99,1729693755,6,3,3,-2,79,79000,168,168,0
16,30,99,1729693841,5,4,3,-2,88,88000,184,184,0
16,30,99,1729693964,6,4,3,-2,2,2000,5,151,0
16,30,99,1729693944,9,2,3,-2,37,37000,93,208,0
16,30,99,1729693985,9,8,3,-2,12,12000,28,180,0
16,30,99,1729694004,6,4,3,-2,90,90000,189,189,0
16,30,99,1729694109,4,2,3,-2,59,59000,132,189,0
16,30,99,1729694170,5,4,3,-2,14,14000,32,140,0
16,30,99,1729694189,7,6,3,-2,43,43000,107,180,0
16,30,99,1729694236,7,8,3,-2,73,73000,166,177,0
16,30,99,1729694313,4,8,3,-2,5,5000,11,155,0
16,30,99,1729694344,0,13,3,-2,17,17000,43,187,0
16,30,99,1729694363,5,5,3,-2,1,1000,1,156,0
16,30,99,1729694397,4,3,3,-2,2,2000,2,158,0
16,30,99,1729694376,4,2,3,-2,68,68000,135,135,0
16,30,99,1729694709,7,4,3,-2,16,16000,33,176,0
16,30,99,1729694731,6,3,3,-2,76,76000,143,143,0
16,30,99,1729694826,10,4,3,-2,12,12000,18,149,0
16,30,99,1729694845,6,5,3,-2,14,14000,28,165,0
16,30,99,1729694860,6,3,3,-2,64,64000,133,182,0
16,30,99,1729694937,5,6,3,-2,80,80000,185,185,0
16,30,99,1729695031,4,2,3,-2,31,31000,50,202,0
16,30,99,1729695064,5,1,3,-2,86,86000,169,169,0
16,30,99,1729695159,3,1,3,-2,81,81000,159,159,0
16,30,99,1729695247,5,3,3,-2,25,25000,44,150,0
16,30,99,1729695275,7,4,3,-2,42,42000,67,166,0
16,30,99,1729695323,7,6,3,-2,4,4000,8,175,0
16,30,99,1729695326,6,3,3,-2,48,48000,100,166,0
16,30,99,1729695384,6,6,3,-2,76,76000,156,156,0
16,30,99,1729695487,6,3,3,-2,73,73000,156,156,0
16,30,99,1729695571,6,3,3,-2,58,58000,149,187,0
16,30,99,1729695646,6,7,3,-2,3,3000,12,149,0
16,30,99,1729695693,5,1,3,-2,35,35000,92,222,0
16,30,99,1729695742,5,6,3,-2,29,29000,60,176,0
16,30,99,1729695766,5,5,3,-2,89,89000,157,174,0
16,30,99,1729695961,6,6,3,-2,80,80000,162,162,0
16,30,99,1729696067,7,1,3,-2,82,82000,184,198,0
16,30,99,1729696161,6,3,3,-2,101,101000,172,172,0
16,30,99,1729696336,7,3,3,-2,50,50000,100,158,0
16,30,99,1729696389,4,6,3,-2,82,82000,138,154,0
16,30,99,1729696473,7,5,3,-2,25,25000,54,189,0
16,30,99,1729696501,8,2,3,-2,91,91000,208,208,0
16,30,99,1729696628,4,4,3,-2,79,79000,167,167,0
16,30,99,1729696705,6,6,3,-2,74,74000,185,185,0
16,30,99,1729696823,6,5,3,-2,3,3000,4,172,0
16,30,99,1729696839,6,4,3,-2,71,71000,169,176,0
16,30,99,1729696936,9,7,3,-2,87,87000,158,158,0
16,30,99,1729697001,4,5,3,-2,64,64000,148,179,0
16,30,99,1729697075,5,5,3,-2,31,31000,67,143,0
16,30,99,1729697111,5,10,3,-2,12,12000,30,155,0
16,30,99,1729697123,3,2,3,-2,45,45000,85,135,0
16,30,99,1729697167,8,5,3,-2,92,92000,163,163,0
16,30,99,1729697277,5,4,3,-2,81,81000,171,171,0
16,30,99,1729697368,5,2,3,-2,5,5000,12,165,0
16,30,99,1729697391,5,2,3,-2,59,59000,142,175,0
16,30,99,1729697442,4,2,3,-2,37,37000,75,187,0
16,30,99,1729697496,5,2,3,-2,12,12000,25,188,0
16,30,99,1729697495,6,3,3,-2,92,92000,172,175,0
16,30,99,1729697593,8,2,3,-2,33,33000,70,159,0
16,30,99,1729697633,3,5,3,-2,28,28000,64,192,0
16,30,99,1729697661,7,2,3,-2,84,84000,198,198,0
16,30,99,1729697836,4,2,3,-2,75,75000,139,139,0
16,30,99,1729697920,7,2,3,-2,6,6000,18,181,0
16,30,99,1729697936,5,2,3,-2,42,42000,83,163,0
16,30,99,1729697979,5,5,3,-2,73,73000,142,182,0
16,30,99,1729698056,4,4,3,-2,97,97000,184,184,0
16,30,99,1729698158,5,3,3,-2,4,4000,5,160,0
16,30,99,1729698164,4,5,3,-2,39,39000,62,154,0
16,30,99,1729698215,4,6,3,-2,6,6000,7,205,0
16,30,99,1729698220,3,3,3,-2,37,37000,95,193,0
16,30,99,1729698267,5,4,3,-2,63,63000,107,141,0
16,30,99,1729698331,3,3,3,-2,38,38000,47,176,0
16,30,99,1729698364,4,3,3,-2,23,23000,31,165,0
16,30,99,1729698387,4,4,3,-2,57,57000,120,156,0
16,30,99,1729698461,3,4,3,-2,3,3000,1,199,0
16,30,99,1729698460,3,3,3,-2,57,57000,110,163,0
16,30,99,1729698518,4,9,3,-2,88,88000,187,187,0
16,30,99,1729698634,3,4,3,-2,7,7000,16,173,0
16,30,99,1729698640,8,2,3,-2,80,80000,174,200,0
16,30,99,1729698740,6,4,3,-2,18,18000,36,140,0
16,30,99,1729698753,5,5,3,-2,83,83000,151,151,0
16,30,99,1729698846,6,6,3,-2,89,89000,192,192,0
16,30,99,1729698939,5,4,3,-2,58,58000,121,172,0
16,30,99,1729699000,5,5,3,-2,15,15000,24,166,0
16,30,99,1729699029,4,3,3,-2,79,79000,163,163,0
16,30,99,1729699111,3,5,3,-2,20,20000,42,216,0
16,30,99,1729699138,7,2,3,-2,79,79000,175,175,0
16,30,99,1729699223,6,4,3,-2,8,8000,15,199,0
16,30,99,1729699236,6,4,3,-2,84,84000,177,177,0
16,30,99,1729699326,5,6,3,-2,6,6000,10,152,0
16,30,99,1729699341,4,3,3,-2,78,78000,189,189,0
16,30,99,1729699452,5,3,3,-2,22,22000,52,184,0
16,30,99,1729699477,8,7,3,-2,6,6000,15,171,0
16,30,99,1729699501,7,5,3,-2,84,84000,177,181,0
16,30,99,1729699584,6,4,3,-2,33,33000,73,171,0
16,30,99,1729699609,8,4,3,-2,42,42000,100,178,0
16,30,99,1729699656,6,6,3,-2,60,60000,126,175,0
16,30,99,1729699722,7,8,3,-2,78,78000,168,193,0
16,30,99,1729699805,6,13,3,-2,12,12000,14,158,0
16,30,99,1729781960,4,2,3,-2,88,88000,183,183,0
16,30,99,1729782049,4,2,3,-2,84,84000,158,164,0
16,30,99,1729782135,6,8,3,-2,11,11000,14,150,0
16,30,99,1729782148,5,6,3,-2,92,92000,136,136,0
16,30,99,1729782242,4,4,3,-2,29,29000,50,137,0
16,30,99,1729782274,5,5,3,-2,66,66000,148,215,0
16,30,99,1729782344,6,3,3,-2,100,100000,175,175,0
16,30,99,1729782447,4,3,3,-2,45,45000,101,197,0
16,30,99,1729782495,7,4,3,-2,70,70000,163,186,0
16,30,99,1729782579,6,10,3,-2,2,2000,1,145,0
16,30,99,1729782580,5,5,3,-2,31,31000,72,200,0
16,30,99,1729782605,7,7,3,-2,3,3000,6,185,0
16,30,99,1729782621,5,3,3,-2,6,6000,5,185,0
16,30,99,1729782617,4,2,3,-2,57,57000,112,189,0
16,30,99,1729782699,5,3,3,-2,7,7000,19,141,0
16,30,99,1729782697,6,3,3,-2,13,13000,31,162,0
16,30,99,1729782706,7,1,3,-2,57,57000,121,183,0
16,30,99,1729782762,5,7,3,-2,15,15000,24,166,0
16,30,99,1729782783,6,6,3,-2,31,31000,82,180,0
16,30,99,1729782813,5,2,3,-2,111,111000,168,168,0
16,30,99,1729782930,7,1,3,-2,27,27000,66,195,0
16,30,99,1729782962,6,5,3,-2,90,90000,180,180,0
16,30,99,1729783083,5,1,3,-2,94,94000,182,182,0
16,30,99,1729783172,3,6,3,-2,20,20000,40,163,0
16,30,99,1729783204,8,5,3,-2,74,74000,159,188,0
16,30,99,1729783286,4,8,3,-2,1,1000,1,176,0
16,30,99,1729783283,5,5,3,-2,86,86000,179,181,0
16,30,99,1729783371,4,1,3,-2,84,84000,177,177,0
16,30,99,1729783483,4,5,3,-2,80,80000,198,198,0
16,30,99,1729783613,5,5,3,-2,78,78000,175,175,0
16,30,99,1729783751,3,3,3,-2,22,22000,19,174,0
16,30,99,1729783769,3,6,3,-2,50,50000,101,176,0
16,30,99,1729783826,5,7,3,-2,97,97000,179,179,0
16,30,99,1729783924,3,2,3,-2,51,51000,108,157,0
16,30,99,1729783979,7,10,3,-2,6,6000,3,174,0
16,30,99,1729783985,5,3,3,-2,25,25000,56,200,0
16,30,99,1729784014,9,6,3,-2,50,50000,70,165,0
16,30,99,1729784069,7,6,3,-2,5,5000,10,200,0
16,30,99,1729784077,6,1,3,-2,53,53000,118,188,0
16,30,99,1729784133,7,5,3,-2,81,81000,147,147,0
16,30,99,1729784254,7,3,3,-2,1,1000,1,163,0
16,30,99,1729784263,3,2,3,-2,35,35000,64,155,0
16,30,99,1729784294,4,3,3,-2,18,18000,33,168,0
16,30,99,1729784313,4,7,3,-2,16,16000,30,149,0
16,30,99,1729784336,6,2,3,-2,26,26000,55,182,0
16,30,99,1729784371,5,8,3,-2,44,44000,73,151,0
16,30,99,1729784414,8,9,3,-2,55,55000,112,167,0
16,30,99,1729784467,7,8,3,-2,7,7000,15,166,0
16,30,99,1729784480,6,2,3,-2,89,89000,194,194,0
16,30,99,1729785398,4,3,3,-2,91,91000,161,161,0
16,30,99,1729826377,5,2,3,-2,94,94000,190,190,0
16,30,99,1729826481,6,3,3,-2,74,74000,150,164,0
16,30,99,1729826561,6,8,3,-2,27,27000,61,167,0
16,30,99,1729826591,6,6,3,-2,93,93000,171,171,0
16,30,99,1729826692,5,4,3,-2,84,84000,196,196,0
16,30,99,1729826888,4,4,3,-2,102,102000,224,224,0
16,30,99,1729826999,5,3,3,-2,90,90000,178,178,0
16,30,99,1729827082,5,4,3,-2,40,40000,64,147,0
16,30,99,1729827136,6,4,3,-2,96,96000,174,176,0
16,30,99,1729827230,7,8,3,-2,64,64000,121,164,0
16,30,99,1729827296,5,9,3,-2,98,98000,204,204,0
16,30,99,1729827436,5,2,3,-2,12,12000,30,202,0
16,30,99,1729827436,5,3,3,-2,12,12000,30,202,0
16,30,99,1729827468,4,1,3,-2,74,74000,125,125,0
16,30,99,1729827601,4,2,3,-2,65,65000,158,180,0
16,30,99,1729827675,7,5,3,-2,83,83000,169,169,0
16,30,99,1729827780,2,2,3,-2,31,31000,62,145,0
16,30,99,1729827821,6,1,3,-2,78,78000,149,152,0
16,30,99,1729827893,6,6,3,-2,80,80000,153,165,0
16,30,99,1729827978,8,11,3,-2,16,16000,40,198,0
16,30,99,1729828001,4,5,3,-2,56,56000,116,156,0
16,30,99,1729828061,8,12,3,-2,83,83000,185,185,0
16,30,99,1729828161,5,3,3,-2,59,59000,126,170,0
16,30,99,1729828226,6,6,3,-2,1,1000,1,147,0
16,30,99,1729828224,4,2,3,-2,16,16000,30,175,0
16,30,99,1729828244,6,3,3,-2,62,62000,137,192,0
